代码,    名称,现价,涨幅,涨跌,4分钟涨速,主力净量,总手,换手,量比,自选时间,自选价格,自选收益,现手,开盘,昨收,最高,最低,市盈(动),市净率,委比%,振幅,总市值,实体涨幅
SZ300434,金石亚药,10.33,2.28%,0.23,0.10%,-0.03,5685760,1.66%,0.86,20250516,9.04,14.27%,156000--,10.04,10.1,10.34,10.03,32.17,1.65,22.15,3.07%,4150014200,2.89%
SH603991,至正股份,98.88,3.68%,3.51,0.00%,-0.08,2762800,3.71%,1.06,20250529,62.75,57.58%,32600--,95,95.37,99.3,94,,4.32,2.13,5.56%,15099936000,4.08%
SZ301297,富乐德,36.42,1.19%,0.43,0.39%,-0.06,3771895,1.04%,0.56,20250529,46.55,-21.76%,1000--,35.72,35.99,36.45,35.62,96.3,5.16,-87.15,2.31%,27066892000,1.96%
SH605005,合兴股份,19.98,1.99%,0.39,0.00%,-0.02,2971200,0.74%,1.04,20250529,19.5,2.46%,69800--,19.47,19.59,19.98,19.47,39.37,3.93,-60.9,2.60%,8011980000,2.62%
SH603041,美思德,13.41,3.55%,0.46,0.00%,-0.18,3927186,2.14%,1.11,20250527,12.38,8.32%,52000--,13.01,12.95,13.48,12.81,40.78,1.63,9.73,5.17%,2456010500,3.07%
SZ000066,中国长城,15.69,0.13%,0.02,0.13%,-0.18,62257478,1.93%,0.58,20250527,15.68,0.06%,1257000--,15.55,15.67,15.72,15.47,2363,4.56,11.81,1.60%,50612788000,0.90%
SZ002292,奥飞娱乐,8.56,0.12%,0.01,0.00%,-0.3,27244417,2.68%,0.57,20250526,10.36,-17.37%,697200--,8.46,8.55,8.57,8.46,187.8,4.29,44.27,1.29%,12657669400,1.18%
SH603043,广州酒家,17.21,1.77%,0.3,-0.06%,0,2954200,0.52%,0.62,20250519,17.07,0.82%,55200--,16.87,16.91,17.25,16.83,20.06,2.49,-38.81,2.48%,9788545600,2.02%
SH600589,大位科技,11.33,-0.79%,-0.09,0.00%,-0.35,185036380,12.52%,0.56,20250428,7,61.86%,2555400--,11.15,11.42,11.55,11.11,331.7,23.65,33.53,3.85%,16821310000,1.61%
SH603004,鼎龙科技,24.69,1.81%,0.44,0.12%,0.24,2534100,4.30%,0.82,20250219,23.09,6.93%,38700--,24.11,24.25,24.75,24.08,35.6,2.81,-34,2.76%,5814988800,2.41%
SH603725,天安新材,10.21,3.03%,0.3,-0.10%,0.07,5763560,2.01%,0.79,20250523,8.99,13.57%,64800--,9.92,9.91,10.24,9.83,23.93,3.76,-76.31,4.14%,3112596900,2.92%
SZ002810,山东赫达,19.03,5.43%,0.98,0.21%,-0.01,14977570,4.64%,1.15,20250523,12.21,55.86%,289900--,17.91,18.05,19.33,17.91,35.74,2.97,66.89,7.87%,6639031900,6.25%
SZ000958,电投产融,6.8,1.49%,0.1,0.00%,-0.01,55282241,1.03%,1.12,20250326,6.33,7.42%,687400--,6.7,6.7,6.83,6.66,143.7,1.95,-36.88,2.54%,118137275000,1.49%
SZ002189,中光学,21.88,-1.17%,-0.26,0.05%,-0.02,3419767,1.31%,0.77,20250522,21.16,3.40%,43800--,21.86,22.14,22.08,21.55,,10.86,-8.53,2.39%,5715040100,0.09%
SH603588,高能环境,13.4,2.29%,0.3,0.15%,0.08,60823844,3.99%,0.62,20250521,5.88,127.89%,841000--,12.94,13.1,13.7,12.9,23.69,2.13,4.23,6.11%,20411342000,3.55%
SH688484,南芯科技,39.6,2.43%,0.94,0.15%,-0.05,4494320,1.52%,0.54,20250520,32.48,21.92%,65083--,38.63,38.66,39.66,38.35,71.13,4.05,-72.89,3.39%,16935462000,2.51%
SZ002128,电投能源,33.27,-1.77%,-0.6,-0.15%,-0.18,33979683,1.52%,0.99,20250519,18.65,78.39%,89800--,33.25,33.87,33.8,32.26,13.58,2,-36.36,4.55%,74577150000,0.06%
SZ301087,可孚医疗,59.05,1.30%,0.76,-0.09%,0.13,3475054,1.79%,0.96,20250516,33.1,78.40%,80650--,57.91,58.29,59.88,57.91,35.55,2.62,-93.22,3.38%,12335367900,1.97%
SH600468,百利电气,8.73,2.11%,0.18,-0.23%,-1.81,184467580,16.96%,2.67,20250516,5.04,73.21%,1866370--,8.5,8.55,9.1,8.36,86.05,4.73,-29.28,8.65%,9495929400,2.71%
SZ300005,探路者,14.73,4.25%,0.6,0.07%,0.16,37977011,4.30%,1.56,20250516,9.73,51.39%,1400--,14.12,14.13,15.14,14.01,295.5,6.21,-1.57,8.00%,13016933200,4.32%
SH600682,南京新百,7.29,3.85%,0.27,0.00%,0.25,27399388,2.35%,1.54,20250513,6.53,11.64%,249752--,7.01,7.02,7.34,6.97,34.63,0.554,-40.38,5.27%,9806013900,3.99%
SH601989,中国重工,--,--,--,--,--,--,--,--,--,--,--,----,--,--,--,--,0,0,--,--,--,--
SZ002583,海能达,11.24,0.99%,0.11,0.09%,0.21,26111507,2.04%,0.6,20250508,12.86,-12.60%,676900--,11.05,11.13,11.24,11.02,82.38,8,-39.58,1.98%,20441282000,1.72%
SZ002462,嘉事堂,15.35,1.99%,0.3,0.07%,-0.1,4410100,1.51%,0.92,20250507,14.44,6.30%,70100--,14.9,15.05,15.38,14.9,23.76,1.01,-52.62,3.19%,4477704300,3.02%
SH600986,浙文互联,10.92,-2.06%,-0.23,0.09%,-0.52,83976343,5.65%,0.55,20250217,9.8,11.43%,1765391--,11.05,11.15,11.15,10.89,96.2,3.11,67.44,2.33%,16242125000,-1.18%
SZ002553,南方精工,26.26,0.54%,0.14,-0.04%,0.03,4887452,1.95%,0.43,20250423,20.6,27.48%,69800--,26,26.12,26.3,25.88,18.99,5.8,-2.68,1.61%,9280537100,1.00%
SH688757,胜科纳米,27.91,1.49%,0.41,0.00%,0.38,990780,2.83%,0.58,--,--,--,9373--,27.5,27.5,28.09,27.5,180.7,12.69,4.01,2.15%,11256423600,1.49%
SH603890,春秋电子,14.44,-0.96%,-0.14,-0.14%,-0.18,9474247,2.12%,0.75,20250422,10.32,39.92%,124200--,14.5,14.58,14.64,14.33,20.95,2.12,51.61,2.13%,6451907600,-0.41%
SH601010,文峰股份,2.43,1.67%,0.04,0.00%,-0.19,27307965,1.48%,0.98,20250418,3.38,-28.11%,617200--,2.39,2.39,2.43,2.37,198.2,1.05,25.7,2.51%,4490640000,1.67%
SH600583,海油工程,7.55,-1.95%,-0.15,0.00%,-0.11,171380920,3.88%,0.61,20250418,5.37,40.60%,1730700--,7.6,7.7,7.79,7.4,15.6,1.24,-7.42,5.06%,33381229000,-0.66%
SZ159788,港股通100ETF易方达,1.273,1.76%,0.022,0.08%,0,5185100,4.45%,0.42,20250418,1.29,-1.24%,17000--,1.257,1.251,1.278,1.251,0,0,-12.81,2.16%,148208980,1.27%
SZ002381,双箭股份,7.16,3.77%,0.26,0.14%,-0.07,8752300,2.73%,1.24,20250418,6.76,5.92%,210300--,6.88,6.9,7.16,6.85,41.19,1.39,-88.67,4.49%,2946896900,4.07%
SZ002584,西陇科学,8.72,2.47%,0.21,-0.12%,0.29,16250900,3.47%,0.86,20250418,9.94,-12.27%,175300--,8.48,8.51,8.74,8.43,,2.28,-28.9,3.64%,5103087200,2.83%
SZ300721,怡达股份,16.7,7.05%,1.1,-0.06%,-0.85,16234123,11.73%,1.47,20250417,18.72,-10.79%,211800--,15.5,15.6,16.85,15.46,,2.44,-30.17,8.91%,2752940500,7.74%
SZ002395,双象股份,19.28,1.90%,0.36,-0.10%,0.01,3836195,1.43%,0.72,20250414,16.81,14.69%,60100--,18.81,18.92,19.35,18.81,21.27,3.44,-40.07,2.85%,5171069500,2.50%
SZ002156,通富微电,47.93,-1.86%,-0.91,-0.02%,-0.52,65673292,4.33%,0.64,20250411,26.26,82.52%,677900--,48.38,48.84,49.36,47.71,63.4,4.79,-42.65,3.38%,72738420000,-0.93%
SZ002838,道恩股份,26.47,1.03%,0.27,0.00%,0.03,2983600,0.71%,0.61,20250220,13.05,102.84%,22600--,26.2,26.2,26.85,25.97,72.72,3.52,40.77,3.36%,12663205700,1.03%
SH600088,中视传媒,15.43,1.51%,0.23,0.20%,0,4280701,1.08%,0.63,20250411,17.3,-10.81%,115400--,15.15,15.2,15.43,15.11,,4.86,13.89,2.11%,6136609800,1.85%
SH600693,东百集团,12.95,-0.99%,-0.13,0.08%,-0.06,23441900,2.70%,0.69,20250410,7.14,81.37%,391100--,12.9,13.08,13.06,12.8,95.95,3.19,2.96,1.99%,11264508900,0.39%
SH603836,海程邦达,14.54,0.97%,0.14,0.00%,-0.01,2979400,1.45%,0.45,20250410,14.7,-1.09%,39600--,14.3,14.4,14.56,14.28,66.76,1.69,-61.17,1.94%,2984120300,1.68%
SZ001212,中旗新材,55.86,2.66%,1.45,0.00%,0.42,8791472,5.06%,1.31,20250410,48.98,14.05%,76700--,53.87,54.41,57.23,53.73,2275,6.1,5.43,6.43%,11225604600,3.69%
SZ301058,中粮科工,11.18,2.01%,0.22,0.00%,-0.23,12125879,2.37%,0.89,20250409,13.94,-19.80%,70100--,10.92,10.96,11.19,10.88,36.38,2.62,-44.03,2.83%,5727226100,2.38%
SZ000993,闽东电力,14.46,-1.90%,-0.28,0.00%,-0.46,38470303,8.75%,0.72,20250409,8.97,61.20%,652500--,14.38,14.74,14.76,14.13,32.79,2.49,32.14,4.27%,6621978000,0.56%
SZ000862,银星能源,7.6,3.97%,0.29,0.13%,0.41,144043200,22.94%,1.75,20250409,5.64,34.75%,1322800--,7.4,7.31,7.69,7.2,22.04,1.56,40.54,6.70%,6976455700,2.70%
SZ300240,飞力达,7.97,1.14%,0.09,0.00%,-0.12,16382925,4.51%,0.67,20250403,7.5,6.27%,139400--,7.83,7.88,7.99,7.78,66.91,2.01,-37.86,2.66%,2961356700,1.79%
SH601952,苏垦农发,10.04,2.97%,0.29,0.00%,0.09,25970904,1.88%,0.64,20250403,9.78,2.66%,364200↑,9.84,9.75,10.08,9.71,24.99,1.96,-24.97,3.79%,13835120000,2.03%
SZ002041,登海种业,11.69,4.84%,0.54,0.00%,-0.08,79353417,9.02%,1.08,20250403,10.31,13.39%,944000↑,11.39,11.15,11.93,11.05,142.9,2.84,-74.11,7.89%,10287200000,2.63%
SZ002258,利尔化学,16.31,4.95%,0.77,0.00%,0.03,25047971,3.13%,1.22,20250403,8.92,82.85%,214900↑,15.45,15.54,16.37,15.36,27.27,1.65,-37.17,6.50%,13055131200,5.57%
SZ000025,特  力Ａ,17.45,0.29%,0.05,-0.11%,-0.03,3816600,0.97%,0.6,20250403,18.02,-3.16%,63900--,17.26,17.4,17.48,17.23,45.64,4.16,-13.38,1.44%,7521967700,1.10%
SZ300228,富瑞特装,11.21,-5.40%,-0.64,0.18%,-1.2,81804707,14.57%,0.72,20250403,7.43,50.87%,1800--,11.57,11.85,11.69,11.03,29.03,2.78,68.42,5.57%,6697140400,-3.11%
SH603073,彩蝶实业,21.05,5.25%,1.05,-0.05%,0.1,2602100,5.11%,1.17,20250403,16.24,29.62%,27600--,20.08,20,21.17,20,29.12,1.77,-29.81,5.85%,2441800000,4.83%
SZ300971,博亚精工,25,2.21%,0.54,0.12%,-0.05,3799180,4.13%,0.82,20250403,23.68,5.57%,700--,24.46,24.46,25.06,24.31,33.35,2.79,-10.15,3.07%,2940000000,2.21%
SH603045,福达合金,33.84,0.68%,0.23,0.15%,0.11,8294183,6.12%,0.93,20250107,13.22,155.98%,131000--,33.59,33.61,34.29,32.1,61.93,4.5,-31.66,6.52%,4583464000,0.74%
SH603938,三孚股份,28.28,-5.04%,-1.5,-0.07%,-0.36,19276630,5.04%,0.63,20250402,14.56,94.23%,360112--,29.77,29.78,30.02,28.05,126.5,4.36,-10.34,6.62%,10820620800,-5.01%
SH603015,弘讯科技,14.13,0.50%,0.07,0.07%,-0.04,6318036,1.56%,0.7,20250401,15.13,-6.61%,143600--,13.92,14.06,14.41,13.89,133.7,4.1,54.08,3.70%,5711614500,1.51%
SZ001217,华尔泰,13.44,2.36%,0.31,0.07%,0.03,9230400,2.81%,0.69,--,--,--,125100--,13.03,13.13,13.48,12.99,152.2,1.98,-30.91,3.73%,4460332800,3.15%
SH603217,元利科技,24.88,3.02%,0.73,0.12%,-0.03,2896260,1.39%,0.48,20250326,18.92,31.50%,30100--,24.15,24.15,24.98,24.03,25.47,1.54,38.37,3.93%,5177219500,3.02%
SZ002708,光洋股份,12.95,0.23%,0.03,0.08%,-0.01,6967902,1.35%,0.48,20250326,13.22,-2.04%,57900--,12.89,12.92,13.05,12.8,85.85,4.3,37.45,1.93%,7279168700,0.47%
01810,小米集团-W,33.42,3.79%,1.22,2.20%,0.12,293556060,1.12%,1.37,20250304,50.55,-33.89%,62657000--,32.48,32.2,34.14,31.98,17.11,3.02,75.81,6.71%,873784820000,2.89%
SH600105,永鼎股份,26.98,-3.95%,-1.11,-0.04%,-1.2,104667862,7.16%,0.64,20250325,7.26,271.63%,1572100--,27.7,28.09,27.99,26.81,89.89,11.95,40.52,4.20%,39444620000,-2.60%
02507,西锐,57.45,1.06%,0.6,0.79%,0.03,1008400,0.28%,1.41,20250319,35,64.14%,18800--,56.85,56.85,59.4,54.3,20.61,3.3,1.6,8.97%,21026058000,1.06%
SZ300973,立高食品,39.16,0.95%,0.37,0.13%,-0.06,1332039,1.14%,0.58,20250324,43.27,-9.50%,19000--,38.5,38.79,39.26,38.5,20.07,2.7,80.02,1.96%,6631374800,1.71%
SH600320,振华重工,5.47,0.00%,0,-0.18%,0.08,60356068,1.82%,0.84,20250321,4.92,11.18%,563160--,5.45,5.47,5.55,5.39,41.26,1.85,43.32,2.93%,28817894000,0.37%
SZ001872,招商港口,21.08,0.14%,0.03,0.05%,-0.02,4471197,0.19%,0.44,20230509,20.29,3.89%,37700--,20.97,21.05,21.08,20.7,10.31,0.829,12.46,1.81%,52316196000,0.52%
SH603629,利通电子,56.13,-2.87%,-1.66,0.04%,-0.23,23815357,9.27%,0.64,20250319,33.35,68.31%,237300--,57,57.79,58.2,54.9,51.15,7.81,82.33,5.71%,14727389000,-1.53%
SH603058,永吉股份,13.47,-1.97%,-0.27,-0.07%,0.03,19557556,4.73%,1.42,20250319,9.24,45.78%,515500--,13.53,13.74,13.83,13.44,42.41,4.53,23.39,2.84%,5585507500,-0.44%
SH601899,紫金矿业,37.1,-1.51%,-0.57,0.00%,-0.16,253947010,1.23%,0.74,20250318,17.76,108.90%,2394600--,37.01,37.67,37.48,36.24,19.54,5.88,13.68,3.29%,986479100000,0.24%
SH603315,福鞍股份,16.48,1.79%,0.29,0.00%,-0.18,12834800,4.01%,0.63,20250115,11.23,46.75%,57900--,16.14,16.19,16.85,16.08,92.3,3.11,15.72,4.76%,5279636000,2.11%
SZ300105,龙源技术,8.07,0.88%,0.07,0.12%,0.12,17913800,3.47%,1.26,20250318,7.48,7.89%,198100--,7.96,8,8.16,7.96,82.9,2.16,-24.68,2.50%,4162622400,1.38%
SZ300504,天邑股份,15.79,-1.13%,-0.18,0.06%,-0.09,7317500,3.35%,0.63,20250318,17.64,-10.49%,70500--,15.98,15.97,16.02,15.61,,2.02,20.66,2.57%,4279478100,-1.19%
SZ002167,东方锆业,15.14,-1.62%,-0.25,0.00%,-0.62,71908332,9.49%,0.63,20250303,10.54,43.64%,664900--,15.36,15.39,15.59,14.94,227.4,6.7,71.56,4.22%,11728553800,-1.43%
SH688789,宏华数科,82.61,-0.47%,-0.39,-0.15%,0,789489,0.44%,0.35,20250303,73.7,12.09%,18155--,82.5,83,84,82.35,28.15,4.17,68.19,1.99%,14890957000,0.13%
SZ002692,远程股份,5.87,0.69%,0.04,0.00%,-0.35,26604568,3.71%,1.4,20250109,4.68,25.43%,222100--,5.84,5.83,5.94,5.81,64.01,3.47,-46.62,2.23%,4215517000,0.51%
SH601717,中创智领,23.1,1.58%,0.36,-0.09%,0,13925109,0.90%,0.47,20250226,13.69,68.74%,159400--,22.67,22.74,23.2,22.52,8.49,1.78,44.85,2.99%,41242738000,1.90%
SZ000676,智度股份,8.27,0.85%,0.07,0.12%,-0.02,19638591,1.56%,0.58,20250221,9.29,-10.98%,382200--,8.16,8.2,8.27,8.12,65.5,2.45,8.01,1.83%,10418456800,1.35%
SZ002080,中材科技,44.99,-4.17%,-1.96,0.02%,-0.01,42264944,2.52%,0.82,20250221,13.33,237.51%,417800--,46.56,46.95,46.89,44.78,38.27,3.85,19.1,4.49%,75498780000,-3.37%
SZ000581,威孚高科,25.22,5.08%,1.22,0.00%,0.53,42619054,5.37%,1.2,20250221,19.66,28.28%,267800--,24.15,24,25.92,23.76,15.87,1.22,72.25,9.00%,24382335000,4.43%
SZ002352,顺丰控股,37.25,1.44%,0.53,0.00%,0.08,23422920,0.49%,0.7,20250217,40.33,-7.64%,334673--,36.63,36.72,37.35,36.47,16.95,1.91,-20.97,2.40%,187718780000,1.69%
SZ300487,蓝晓科技,73.5,-1.88%,-1.41,0.00%,-0.04,3373525,1.10%,0.52,20250219,50.4,45.83%,28500--,74.21,74.91,74.93,72.23,43.06,9.31,14.14,3.60%,37421335000,-0.96%
SZ000928,中钢国际,7.17,0.99%,0.07,0.00%,-0.07,26165049,1.82%,0.54,20250219,6.9,3.91%,256300--,7.11,7.1,7.19,7.03,13.88,1.22,-20.63,2.25%,10286401900,0.84%
SH603066,音飞储存,10.77,2.09%,0.22,-0.09%,-0.01,2439500,0.83%,0.6,20250206,11.35,-5.11%,24400--,10.47,10.55,10.78,10.47,38.08,2.21,-48.68,2.94%,3168319400,2.87%
SH600483,福能股份,10.44,2.35%,0.24,0.00%,0.14,31848042,1.15%,0.7,20250218,9.39,11.18%,161500--,10.16,10.2,10.47,10.14,10.94,1.11,-28.82,3.24%,29024639000,2.76%
SH600817,宇通重工,12.09,2.11%,0.25,0.00%,0.01,3505100,0.66%,0.67,20250217,13.06,-7.43%,28600--,11.78,11.84,12.12,11.78,25.83,2.65,-67.26,2.87%,6447649500,2.63%
SH688533,上声电子,31.75,-1.43%,-0.46,0.16%,-0.23,2253129,1.37%,0.89,20250206,35.9,-11.56%,54395--,31.68,32.21,32.05,31.6,28.45,2.99,40.24,1.40%,5238316800,0.22%
SH600938,中国海油,40.49,-2.67%,-1.11,0.00%,-0.36,122718533,4.10%,0.69,20250123,27.6,46.70%,1283992--,40.67,41.6,42.38,39.66,14.15,2.45,-24.81,6.54%,1924487800000,-0.44%
SH600060,海信视像,22.55,1.90%,0.42,0.18%,0.02,11784718,0.91%,0.91,20250116,21.84,3.25%,90100--,22.15,22.13,22.61,22.1,13.55,1.44,-38.78,2.30%,29427124000,1.81%
SZ000661,长春高新,90.93,1.92%,1.71,0.02%,0.09,5961467,1.49%,0.57,20250116,93.42,-2.67%,61900--,89.02,89.22,90.99,88.9,23.88,1.61,74.84,2.34%,37093760000,2.15%
SZ002489,浙江永强,3.55,1.72%,0.06,-0.28%,0.09,23120861,1.21%,0.75,20250115,3.42,3.80%,484900--,3.49,3.49,3.56,3.47,8.51,1.64,-7.02,2.58%,7700007900,1.72%
SZ001979,招商蛇口,9.7,0.73%,0.07,-0.10%,-0.01,29493978,0.35%,0.52,20250108,9.78,-0.82%,172300--,9.58,9.63,9.73,9.52,26.27,0.886,-14.2,2.18%,87455512000,1.25%
SH603600,永艺股份,11.06,2.12%,0.23,0.18%,0,2823500,0.94%,0.64,20250107,11.93,-7.29%,56000--,10.79,10.83,11.08,10.78,14.31,1.6,-30.35,2.77%,3654590900,2.50%
SZ000807,云铝股份,33.58,-5.30%,-1.88,0.00%,-0.11,75624224,2.18%,0.72,20250103,14.53,131.11%,896400--,34.06,35.46,34.25,32.98,19.86,3.6,24.23,3.58%,116454010000,-1.41%
SZ000977,浪潮信息,59.43,0.17%,0.1,0.00%,0.01,24880651,1.70%,0.55,20231109,35,69.80%,351785--,59,59.33,59.5,58.58,44.16,4.15,67.4,1.55%,87271568000,0.73%
SQQQ,纳斯达克100三倍做空,73.46,4.55%,3.2,0.26%,--,2293325,--,0.03,20241029,6.92,961.56%,0--,73.27,70.26,73.95,71.33,0,0,--,3.73%,--,0.26%
SH600036,招商银行,39.2,0.13%,0.05,0.03%,0.02,46595667,0.23%,0.5,--,--,--,1051100--,39.1,39.15,39.32,38.95,6.58,0.907,-28.47,0.95%,988617950000,0.26%
SH601601,中国太保,39.24,-0.25%,-0.1,-0.03%,0,28978103,0.42%,0.64,--,--,--,264100--,39.16,39.34,39.71,38.89,6.2,1.33,62.9,2.08%,377502200000,0.20%
SH600900,长江电力,27.14,0.22%,0.06,0.00%,0.01,87836924,0.36%,0.55,20240708,29.92,-9.29%,1455704--,27.06,27.08,27.15,26.98,19.44,3,-68.48,0.63%,664067430000,0.30%
